"","sgender.0","sgender.1","srace.0","srace.1","srace.2","srace.4","treatment","trace.1","trace.2","degree.2","degree.3","degree.5","degree.6","careerladder.1","careerladder.2","careerladder.3","careerladder.4","careerladder.5","careerladder.6","teachingexperience","score","ATE","image_file"
"3035",1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0.238095238095238,0.470588235294118,0.0406264493983098,"31_0_0_20170111181750350.jpg"
"3036",1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0.285714285714286,0.492647058823529,0.0406264493983098,"22_0_0_20170116205550916.jpg"
"3037",0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.571428571428571,0.580882352941177,0.0406264493983098,"26_1_1_20170116232807177.jpg"
"3038",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.523809523809524,0.470588235294118,0.0406264493983098,"19_1_0_20170117140530071.jpg"
"3040",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.283088235294118,0.0406264493983098,"5_1_0_20170109193145120.jpg"
"3041",1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.571428571428571,0.235294117647059,0.0406264493983098,"28_0_1_20170113134056728.jpg"
"3042",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.214285714285714,0.397058823529412,0.0406264493983098,"1_1_0_20170110212607474.jpg"
"3043",0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0.761904761904762,0.507352941176471,0.0406264493983098,"18_1_1_20170113002913732.jpg"
"3044",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.0714285714285714,0.639705882352941,0.0406264493983098,"35_0_0_20170117182947982.jpg"
"3045",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.19047619047619,0.165441176470588,0.0406264493983098,"32_0_0_20170117000815389.jpg"
"3047",1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.166666666666667,0.268382352941176,0.0406264493983098,"7_0_0_20170110225232046.jpg"
"3048",1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.216911764705882,0.0406264493983098,"29_0_1_20170113173058481.jpg"
"3049",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.19047619047619,0.352941176470588,0.0406264493983098,"13_0_0_20170110225447389.jpg"
"3050",0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.19047619047619,0.371323529411765,0.0406264493983098,"26_1_0_20170105163517523.jpg"
"3051",0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.19047619047619,0.371323529411765,0.0406264493983098,"3_1_0_20170109193351934.jpg"
"3052",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.341911764705882,0.0406264493983098,"12_1_0_20170109204507030.jpg"
"3053",1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.470588235294118,0.0406264493983098,"31_0_1_20170117135112522.jpg"
"3055",1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0.547619047619048,0.242647058823529,0.0406264493983098,"26_0_1_20170117154145261.jpg"
"3056",0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.0476190476190476,0.492647058823529,0.0406264493983098,"21_1_1_20170112193102422.jpg"
"3057",1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.547619047619048,0.327205882352941,0.0406264493983098,"26_0_1_20170114032944348.jpg"
"3058",0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.0714285714285714,0.419117647058824,0.0406264493983098,"29_1_1_20170112234606137.jpg"
"3059",1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.166666666666667,0.481617647058824,0.0406264493983098,"24_0_1_20170114025920224.jpg"
"3060",0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0.0238095238095238,0.459558823529412,0.0406264493983098,"13_1_1_20170109204443201.jpg"
"3061",0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.119047619047619,0.371323529411765,0.0406264493983098,"30_1_1_20170112215105568.jpg"
"3063",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0714285714285714,0.389705882352941,0.0406264493983098,"1_1_0_20161219161636014.jpg"
"3064",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.404761904761905,0.397058823529412,0.0406264493983098,"1_1_0_20170109194142307.jpg"
"3065",0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0.595238095238095,0.419117647058824,0.0406264493983098,"28_1_1_20170113012538431.jpg"
"3066",0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0.30952380952381,0.661764705882353,0.0406264493983098,"26_1_1_20170116153459393.jpg"
"3067",0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0952380952380952,0.459558823529412,0.0406264493983098,"29_1_1_20170112235118232.jpg"
"3068",1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.30952380952381,0.459558823529412,0.0406264493983098,"25_0_1_20170113142520572.jpg"
"3070",1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.476190476190476,0.492647058823529,0.0406264493983098,"30_0_1_20170117132535262.jpg"
"3073",1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.0476190476190476,0.507352941176471,0.0406264493983098,"27_0_1_20170117120450912.jpg"
"3075",1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0.214285714285714,0.5625,0.0406264493983098,"28_0_1_20170113151347800.jpg"
"3076",1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.642857142857143,0.275735294117647,0.0406264493983098,"28_0_1_20170113155441306.jpg"
"3077",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.261904761904762,0.294117647058824,0.0406264493983098,"33_0_0_20170108224634529.jpg"
"3078",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.357142857142857,0.360294117647059,0.0406264493983098,"16_0_0_20170110232200900.jpg"
"3079",0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.30952380952381,0.481617647058824,0.0406264493983098,"8_1_1_20170116153005352.jpg"
"3080",0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.452380952380952,0.128676470588235,0.0406264493983098,"26_1_1_20170116232409291.jpg"
"3081",0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0.642857142857143,0.224264705882353,0.0406264493983098,"24_1_1_20170113011240168.jpg"
"3083",0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.547619047619048,0.257352941176471,0.0406264493983098,"14_1_0_20170109204321875.jpg"
"3084",1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0952380952380952,0.360294117647059,0.0406264493983098,"1_0_1_20161219160115237.jpg"
"3085",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.142857142857143,0.371323529411765,0.0406264493983098,"23_1_0_20170116221811842.jpg"
"3086",1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.0476190476190476,0.154411764705882,0.0406264493983098,"26_0_1_20170113155008827.jpg"
"3087",1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0.166666666666667,0.4375,0.0406264493983098,"22_0_1_20170116214330918.jpg"
"3088",1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.880952380952381,0.360294117647059,0.0406264493983098,"17_0_1_20170117103419741.jpg"
"3089",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.166666666666667,0.389705882352941,0.0406264493983098,"32_0_0_20170104204313908.jpg"
"3090",1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0.166666666666667,0.764705882352941,0.0406264493983098,"26_0_1_20170117200051836.jpg"
"3092",0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.785714285714286,0.341911764705882,0.0406264493983098,"30_1_1_20170117133936142.jpg"
"3093",0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.119047619047619,0.352941176470588,0.0406264493983098,"26_1_1_20170116162413262.jpg"
"3096",0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.785714285714286,0.360294117647059,0.0406264493983098,"21_1_1_20170112202847954.jpg"
"3097",0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0.214285714285714,0.397058823529412,0.0406264493983098,"26_1_1_20170116231925419.jpg"
"3098",1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.0238095238095238,0.639705882352941,0.0406264493983098,"22_0_1_20170113133604687.jpg"
"3105",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.238095238095238,0.518382352941177,0.0406264493983098,"28_1_0_20170117122007101.jpg"
"3108",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.261904761904762,0.724264705882353,0.0406264493983098,"16_0_0_20170110232611516.jpg"
"3110",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.404761904761905,0.5625,0.0406264493983098,"35_0_0_20170117134954713.jpg"
"3114",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.238095238095238,0.599264705882353,0.0406264493983098,"32_0_0_20170117140140183.jpg"
"3115",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.428571428571429,0.5625,0.0406264493983098,"7_1_0_20170109201810385.jpg"
"3118",1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0.214285714285714,0.448529411764706,0.0406264493983098,"26_0_1_20170117091513245.jpg"
"3119",1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.166666666666667,0.459558823529412,0.0406264493983098,"28_0_1_20170116195853213.jpg"
"3120",0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0.547619047619048,0.316176470588235,0.0406264493983098,"31_1_1_20170116155750618.jpg"
"3121",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.928571428571429,0.172794117647059,0.0406264493983098,"32_0_0_20170117173203012.jpg"
"3123",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.452380952380952,0.408088235294118,0.0406264493983098,"31_0_0_20170105163411563.jpg"
"3126",1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.0238095238095238,0.378676470588235,0.0406264493983098,"27_0_1_20170117013707230.jpg"
"3128",0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.380952380952381,0.327205882352941,0.0406264493983098,"26_1_1_20170112205853539.jpg"
"3129",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.476190476190476,0.242647058823529,0.0406264493983098,"3_0_0_20170110211516280.jpg"
"3134",1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.0714285714285714,0.481617647058824,0.0406264493983098,"28_0_1_20170113195927894.jpg"
"3136",1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0.261904761904762,0.661764705882353,0.0406264493983098,"14_0_0_20170110231557039.jpg"
"3137",0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0.380952380952381,0.819852941176471,0.0406264493983098,"1_1_0_20170109190543118.jpg"
"3138",0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.261904761904762,0.518382352941177,0.0406264493983098,"25_1_1_20170116003155558.jpg"
"3139",0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0.285714285714286,0.5625,0.0406264493983098,"1_1_0_20170109190457644.jpg"
"3140",0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.166666666666667,0.481617647058824,0.0406264493983098,"5_1_0_20170109193708669.jpg"
"3143",1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.0476190476190476,0.389705882352941,0.0406264493983098,"27_0_1_20170117010428117.jpg"
"3144",0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.642857142857143,0.275735294117647,0.0406264493983098,"32_1_1_20170112210310963.jpg"
"3145",0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0.404761904761905,0.352941176470588,0.0406264493983098,"23_1_1_20170117194002005.jpg"
"3146",0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.166666666666667,0.397058823529412,0.0406264493983098,"31_1_0_20170104234835075.jpg"
"3147",0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0.5,0.191176470588235,0.0406264493983098,"8_1_1_20170112211035045.jpg"
"3149",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.19047619047619,0.341911764705882,0.0406264493983098,"1_0_0_20161219160659230.jpg"
"3150",1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.642857142857143,0.419117647058824,0.0406264493983098,"28_0_1_20170117020126509.jpg"
"3151",0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.166666666666667,0.397058823529412,0.0406264493983098,"23_1_0_20170103180414191.jpg"
"3152",1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0238095238095238,0.426470588235294,0.0406264493983098,"30_0_1_20170113134204447.jpg"
"3154",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.238095238095238,0.481617647058824,0.0406264493983098,"25_0_0_20170102233508810.jpg"
"3156",0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.166666666666667,0.341911764705882,0.0406264493983098,"22_1_0_20170117141120129.jpg"
"3158",1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.214285714285714,0.547794117647059,0.0406264493983098,"13_0_0_20170110224745977.jpg"
"3159",1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0.30952380952381,0.308823529411765,0.0406264493983098,"8_0_1_20170114025855492.jpg"
"3160",1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.0238095238095238,0.764705882352941,0.0406264493983098,"2_0_0_20170110213247257.jpg"
"3161",1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0.214285714285714,0.459558823529412,0.0406264493983098,"25_0_0_20170116223117663.jpg"
"3162",1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.166666666666667,0.459558823529412,0.0406264493983098,"21_0_0_20170116201127126.jpg"
"3163",1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.642857142857143,0.448529411764706,0.0406264493983098,"28_0_1_20170113155330532.jpg"
"3164",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.261904761904762,0.599264705882353,0.0406264493983098,"26_0_0_20170116205259187.jpg"
"3165",1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.0714285714285714,0.426470588235294,0.0406264493983098,"26_0_0_20170117195446239.jpg"
"3167",0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0.428571428571429,0.691176470588235,0.0406264493983098,"32_1_1_20170112224337978.jpg"
"3169",1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.0476190476190476,0.334558823529412,0.0406264493983098,"21_0_1_20170113180920187.jpg"
"3170",0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.580882352941177,0.0406264493983098,"26_1_1_20170112205848764.jpg"
"3171",1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.357142857142857,0.533088235294118,0.0406264493983098,"32_0_1_20170113135924858.jpg"
"3172",0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.19047619047619,0.691176470588235,0.0406264493983098,"18_1_0_20170109214557098.jpg"
"3174",0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.333333333333333,0.492647058823529,0.0406264493983098,"26_1_0_20170109002602686.jpg"
"3175",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.738095238095238,0.547794117647059,0.0406264493983098,"28_1_0_20170116000542977.jpg"
"3176",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.19047619047619,0.408088235294118,0.0406264493983098,"20_1_0_20170103175645974.jpg"
"3177",1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.333333333333333,0.724264705882353,0.0406264493983098,"26_0_0_20170113210127408.jpg"
"3178",1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.333333333333333,0.617647058823529,0.0406264493983098,"1_0_0_20161219191041403.jpg"
"3179",0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0.547619047619048,0.724264705882353,0.0406264493983098,"27_1_1_20170109212658510.jpg"
"3180",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.357142857142857,0.764705882352941,0.0406264493983098,"8_1_0_20170109205116937.jpg"
"3181",1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.19047619047619,0.724264705882353,0.0406264493983098,"30_0_1_20170117130022204.jpg"
"3185",0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.0476190476190476,0.599264705882353,0.0406264493983098,"8_1_0_20170109203448247.jpg"
"3186",1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.19047619047619,0.819852941176471,0.0406264493983098,"35_0_0_20170117170852134.jpg"
"3187",1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0.547619047619048,0.617647058823529,0.0406264493983098,"7_0_1_20170110224345168.jpg"
"3188",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.333333333333333,0.580882352941177,0.0406264493983098,"14_1_0_20170109203505137.jpg"
"3189",1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.19047619047619,0.4375,0.0406264493983098,"32_0_0_20170116002349487.jpg"
"3190",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.285714285714286,0.470588235294118,0.0406264493983098,"25_1_0_20170117134403373.jpg"
"3192",1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0.285714285714286,0.327205882352941,0.0406264493983098,"25_0_0_20170117195255340.jpg"
"3193",1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.285714285714286,0.327205882352941,0.0406264493983098,"9_0_0_20170110225209168.jpg"
"3194",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.19047619047619,0.661764705882353,0.0406264493983098,"9_0_0_20170110221701052.jpg"
"3196",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.507352941176471,0.0406264493983098,"30_1_0_20170103182425185.jpg"
"3197",1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.0238095238095238,0.378676470588235,0.0406264493983098,"26_0_1_20170116181040400.jpg"
"3198",1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.571428571428571,0.691176470588235,0.0406264493983098,"32_0_1_20170117140220148.jpg"
"3199",0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.19047619047619,0.661764705882353,0.0406264493983098,"31_1_1_20170111204355636.jpg"
"3200",1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0.0476190476190476,0.5625,0.0406264493983098,"25_0_0_20170113181532013.jpg"
"3203",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.428571428571429,0.448529411764706,0.0406264493983098,"30_0_0_20170117151331469.jpg"
"3204",1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.0476190476190476,0.316176470588235,0.0406264493983098,"30_0_1_20170116214526846.jpg"
"3205",1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.0714285714285714,0.224264705882353,0.0406264493983098,"30_0_1_20170116010614771.jpg"
"3206",1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0.380952380952381,0.691176470588235,0.0406264493983098,"15_0_0_20170110232807958.jpg"
"3207",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0952380952380952,0.580882352941177,0.0406264493983098,"30_0_0_20170117120207461.jpg"
"3208",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0.166666666666667,0.547794117647059,0.0406264493983098,"26_1_0_20170104021504132.jpg"
"3210",0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.285714285714286,0.25,0.0406264493983098,"32_1_1_20170114024717988.jpg"
"3212",1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0952380952380952,0.419117647058824,0.0406264493983098,"27_0_1_20170113135622875.jpg"
"3214",1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.0238095238095238,0.507352941176471,0.0406264493983098,"32_0_1_20170113151009015.jpg"
"3216",1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0.357142857142857,0.764705882352941,0.0406264493983098,"9_0_0_20170110220149298.jpg"
"3219",1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.452380952380952,0.4375,0.0406264493983098,"29_0_1_20170117181012475.jpg"
"3223",0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.357142857142857,0.5625,0.0406264493983098,"26_1_1_20170113012111272.jpg"
"3225",0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0.214285714285714,0.5625,0.0406264493983098,"25_1_1_20170113001625270.jpg"
"3226",1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.0952380952380952,0.268382352941176,0.0406264493983098,"21_0_1_20170113145729669.jpg"
"3229",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.166666666666667,0.448529411764706,0.0406264493983098,"35_0_0_20170117000310436.jpg"
"3230",1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.214285714285714,0.183823529411765,0.0406264493983098,"31_0_1_20170113141650230.jpg"
"3231",0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.0476190476190476,0.408088235294118,0.0406264493983098,"26_1_1_20170113000334730.jpg"
"3235",1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0.547619047619048,0.639705882352941,0.0406264493983098,"32_0_1_20170117010054839.jpg"
"3236",1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.0714285714285714,0.819852941176471,0.0406264493983098,"16_0_0_20170110232259630.jpg"
"3238",1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.0714285714285714,0.617647058823529,0.0406264493983098,"35_0_0_20170113183114846.jpg"
"3239",0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.333333333333333,0.691176470588235,0.0406264493983098,"27_1_1_20170117193211345.jpg"
"3240",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.0952380952380952,0.580882352941177,0.0406264493983098,"6_1_0_20170109193722375.jpg"
"3241",1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.0952380952380952,0.397058823529412,0.0406264493983098,"26_0_1_20170117200010732.jpg"
"3242",1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.0476190476190476,0.360294117647059,0.0406264493983098,"24_0_1_20170113181434238.jpg"
"3244",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.30952380952381,0.819852941176471,0.0406264493983098,"26_1_0_20170117091743194.jpg"
"3245",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.0714285714285714,0.599264705882353,0.0406264493983098,"23_1_0_20170112234315344.jpg"
"3246",1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0.452380952380952,0.724264705882353,0.0406264493983098,"8_0_0_20170117175629731.jpg"
"3247",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.69047619047619,0.257352941176471,0.0406264493983098,"9_0_0_20170110221659430.jpg"
"3248",1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.285714285714286,0.547794117647059,0.0406264493983098,"10_0_0_20170110220251986.jpg"
"3249",1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.571428571428571,0.470588235294118,0.0406264493983098,"31_0_1_20170117021841979.jpg"
"3250",0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0.333333333333333,0.599264705882353,0.0406264493983098,"23_1_0_20170111182452759.jpg"
"3252",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0.5625,0.0406264493983098,"26_1_0_20170116184024662.jpg"
"3254",0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.0238095238095238,0.235294117647059,0.0406264493983098,"25_1_1_20170103230312265.jpg"
"3261",0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.19047619047619,0.661764705882353,0.0406264493983098,"27_1_1_20170117175920069.jpg"
"3262",1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0.142857142857143,0.397058823529412,0.0406264493983098,"26_0_1_20170116233406148.jpg"
"3263",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.142857142857143,0.547794117647059,0.0406264493983098,"16_0_0_20170110231617005.jpg"
"3264",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.285714285714286,0.352941176470588,0.0406264493983098,"16_0_0_20170110231814139.jpg"
"3266",1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.0238095238095238,0.301470588235294,0.0406264493983098,"29_0_1_20170117094755752.jpg"
"3267",0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.142857142857143,0.426470588235294,0.0406264493983098,"6_1_1_20170114031419410.jpg"
"3268",0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.642857142857143,0.301470588235294,0.0406264493983098,"2_1_1_20170109194606626.jpg"
"3269",0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.214285714285714,0.580882352941177,0.0406264493983098,"32_1_0_20170117183907807.jpg"
"3270",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.404761904761905,0.360294117647059,0.0406264493983098,"30_1_0_20170117134255854.jpg"
"3271",1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0238095238095238,0.268382352941176,0.0406264493983098,"25_0_1_20170114030958039.jpg"
"3273",0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0238095238095238,0.397058823529412,0.0406264493983098,"30_1_1_20170113012621729.jpg"
