"Y","A","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185"
0,0,1,1,11,21,5,5,13,0.2,0,25,6,7,35,20,20,5,13,0,5,4,8,2,3,3,4,6,2,6,174,3,123,14,11360,2,4,8,200,1,3,258,2,7,3,4,3,8,7,9,9,4,8,6,8,7,8,6,3,8,7,-1,10,15,25,15,15,20,20,10,15,15,15,25,15,15,20,15,20,15,3,6,6,7,7,3,5,8,5,6,8,-1,8,-1,-1,8,5,3,0,3,13,13,24,15,15,20,4,8,7,8,9,6,1,2,-1,-1,-1,-1,-1,-1,10,15,20,15,15,25,20,15,15,15,10,25,15,15,20,15,15,20,5,7,7,7,9,5,6,9,8,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,0,0,0,1,10,2,-1,2,0.24,0,24,3,30,10,20,10,10,20,1,6,9,9,7,8,-1,6,6,2,10,168,14,1,1,0,2,4,5,2,169,1,336,9,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,7,10,15,15,15,40,10,5,-1,-1,-1,-1,-1,-1,45,10,15,20,5,5,6,8,10,6,9,-1,-1,-1,-1,-1,5,7,7,7,7,-1,6,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,-1,-1,-1,-1,-1,-1,35.71,3.57,10.71,28.57,3.57,17.86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,5,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,0,1,1,15,18,13,10,4,-0.58,1,25,2,20,15,25,15,15,10,0,7,7,7,7,8,7,6,6,2,11,35,9,45,56,26062,2,8,9,15,204,1,44,7,10,8,5,8,1,1,8,10,1,8,2,2,4,4,5,1,1,5,-1,20,20,20,20,10,10,50,10,10,10,5,5,30,10,10,20,10,10,7,10,6,10,10,7,10,10,5,10,7,5,5,8,2,4,4,5,2,2,30,10,30,10,15,15,8,10,10,5,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,1,1,12,14,1,1,6,0.03,1,29,4,10,47,16,12,3,12,1,9,8,8,6,6,7,8,7,2,13,106,9,36,63,26908,4,1,2,156,217,1,122,7,10,8,9,10,7,6,8,9,1,7,4,6,8,10,10,9,8,8,-1,50,20,10,10,5,5,50,10,20,5,5,10,20,20,20,10,10,20,9,9,10,9,3,9,5,5,10,2,5,7,6,5,6,7,6,10,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,1,2,-1,-1,-1,-1,-1,-1,50,20,5,10,5,10,50,15,10,5,10,10,20,10,25,10,20,15,9,9,9,10,3,8,8,9,8,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,0,1,21,22,14,14,12,0.41,0,29,2,30,20,20,20,10,0,0,4,8,4,5,5,3,2,4,2,10,239,12,129,28,11311,3,5,3,153,1,3,313,11,2,1,3,10,10,7,6,5,10,8,4,10,8,6,8,4,10,6,-1,10,10,30,20,10,15,50,5,10,20,10,5,50,10,10,10,10,10,3,6,9,7,10,3,6,8,9,9,7,3,6,5,6,5,7,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,2,65,5,10,10,5,5,30,5,20,20,15,15,70,5,5,5,10,5,70,5,5,10,5,5,5,5,5,9,6,2,3,5,8,5,0,1,1,1,1,50,10,10,10,10,10,70,5,5,5,5,10,80,5,5,5,5,0,80,5,5,5,0,5,4,3,3,7,7,2,4,4,7,7
0,1,0,1,4,18,18,-1,11,0.09,1,24,2,10,20,35,20,0,15,1,8,8,7,7,6,4,7,4,2,13,81,6,1,1,0,2,2,3,76,1,1,102,2,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,6,2,14,20,18,24,18,6,-1,-1,-1,-1,-1,-1,30,15,15,20,10,10,8,8,8,8,7,-1,-1,-1,-1,-1,7,7,7,7,7,6,7,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,2,-1,-1,-1,-1,-1,-1,17,17,11,28,10,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,8,6,-1,-1,-1,-1,-1,0,1,1,-1,-1,18,18,18,18,10,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,8,7,-1,-1,-1,-1,-1
0,0,1,0,13,10,2,2,6,0.72,0,30,2,22,12,30,25,10,1,0,6,8,8,8,7,8,10,6,2,9,11,18,56,16,10450,3,1,6,137,1,2,24,17,5,4,4,5,8,10,4,1,1,9,4,6,10,10,10,3,4,4,-1,20,15,30,10,15,10,30,15,20,10,15,10,30,15,20,10,15,10,5,9,7,7,9,4,6,6,5,10,5,7,7,4,9,2,2,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,1,3,-1,-1,-1,-1,-1,-1,25,20,25,10,10,10,25,20,25,10,10,10,25,20,25,10,10,10,4,8,6,7,8,5,6,6,5,7,0,0,0,-1,-1,50,20,20,3,3,4,50,20,20,3,3,4,50,20,20,3,3,4,50,20,20,3,3,4,5,5,5,5,5,5,5,5,5,5
0,0,0,0,10,9,3,3,2,0.38,1,27,2,20,20,20,25,5,10,1,7,8,7,8,7,-1,7,6,2,18,4,8,175,47,15309,2,10,2,125,102,4,365,6,1,1,10,7,8,9,9,1,1,10,6,8,6,2,9,2,10,4,-1,10,20,20,20,20,10,30,10,10,30,10,10,30,5,15,30,10,10,8,10,7,8,8,8,10,9,7,10,4,2,4,2,1,0,2,0,0,0,10,20,25,10,20,15,4,8,7,6,6,6,1,3,-1,-1,-1,-1,-1,-1,10,20,25,15,20,10,20,15,15,20,10,20,30,10,10,20,10,20,5,9,6,4,7,6,8,7,5,7,0,0,0,-1,-1,10,20,30,10,20,10,20,20,20,5,30,5,25,15,10,20,20,10,40,5,10,20,10,15,2,8,4,2,4,3,7,5,1,1
0,0,1,1,11,21,8,8,1,0.36,0,27,4,19,20,19,14,13,15,0,6,8,7,7,5,4,5,5,2,16,181,6,178,6,14433,2,1,2,29,1,1,289,2,8,1,5,9,9,9,9,5,8,9,5,7,9,9,9,5,1,8,-1,25,15,20,25,10,5,25,15,20,25,10,5,25,15,20,25,10,5,8,8,8,8,8,6,8,8,7,7,5,5,5,3,5,5,5,2,0,3,20,5,20,25,20,10,8,8,8,8,8,8,1,1,-1,-1,-1,-1,-1,-1,25,20,20,25,5,5,25,20,20,25,5,5,20,25,20,25,5,5,9,9,9,9,9,7,7,7,7,7,0,0,0,-1,-1,15,15,20,20,15,15,15,15,20,20,15,15,15,15,20,20,15,15,15,15,20,20,15,15,9,9,9,9,9,6,6,6,6,6
0,0,1,1,15,18,18,13,6,0.36,0,30,4,10,20,20,10,10,30,1,8,8,8,8,-1,-1,6,8,2,13,37,9,22,1,0,2,7,3,109,1,1,71,7,4,1,2,10,7,7,9,9,8,7,7,7,9,6,5,6,2,8,-1,45,10,10,30,0,5,35,20,10,20,5,10,20,20,20,20,10,10,7,6,10,7,8,7,6,8,10,7,3,7,5,1,3,1,3,3,2,3,45,5,10,20,10,10,7,7,9,10,8,7,1,3,50,0,15,30,0,5,50,5,10,25,0,10,40,10,15,20,5,10,30,15,15,20,10,10,7,7,9,10,7,7,6,9,10,7,6,4,0,-1,-1,45,5,15,25,5,5,45,0,15,35,0,5,35,10,15,20,10,10,20,20,20,25,10,5,7,7,8,10,7,7,7,8,10,7
0,0,1,1,15,18,17,1,17,0.37,1,28,2,25,25,25,10,10,5,0,6,8,7,7,7,6,5,5,2,18,105,9,157,31,22481,2,8,3,257,252,1,191,7,7,6,6,7,7,6,3,3,1,8,1,7,6,7,10,8,3,3,-1,35,15,15,25,10,0,40,20,15,15,5,5,60,0,10,20,0,0,8,6,9,7,5,7,7,7,8,6,7,10,7,7,5,5,6,7,2,2,80,0,0,20,0,0,9,7,8,10,6,8,1,3,-1,-1,-1,-1,-1,-1,50,0,25,25,0,0,40,20,20,10,10,0,70,20,0,10,0,0,8,7,9,10,7,8,6,8,8,6,1,1,0,0,-1,80,0,10,10,0,0,70,0,10,20,0,0,70,0,15,15,0,0,80,20,0,0,0,0,7,8,8,9,6,7,7,8,9,7
0,0,0,1,2,16,18,-1,14,-0.19,0,28,2,25,15,25,15,0,20,1,9,8,8,8,8,7,7,7,2,11,223,4,1,1,0,4,1,2,152,1,2,259,2,4,1,5,9,5,5,1,2,4,9,6,6,7,5,8,10,9,3,0,50,0,50,0,0,0,-1,-1,-1,-1,-1,-1,95,0,0,5,0,0,7,5,9,9,7,-1,-1,-1,-1,-1,8,8,9,5,9,6,8,5,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,3,2,-1,-1,-1,-1,-1,-1,75,10,15,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,5,9,9,9,-1,-1,-1,-1,-1,0,0,0,-1,-1,50,0,30,20,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,8,10,8,9,-1,-1,-1,-1,-1
1,1,0,1,17,14,6,6,14,0,1,22,2,25,15,25,25,5,5,1,8,6,7,8,8,7,8,8,1,7,152,2,171,1,15260,2,9,2,46,1,1,181,1,8,5,9,10,8,7,8,5,1,9,10,8,10,6,10,10,4,5,-1,28,8,17,22,17,8,20,20,20,20,20,0,50,0,0,50,0,0,9,8,10,7,6,4,4,4,10,4,10,10,10,10,10,10,10,10,1,4,25,10,20,20,20,5,8,7,7,10,7,6,3,3,-1,-1,-1,-1,-1,-1,60,5,10,15,5,5,30,15,20,15,10,10,55,5,5,25,5,5,8,8,8,10,8,6,6,6,9,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,0,1,19,15,3,3,5,0.14,1,30,2,20,10,22,20,15,13,0,7,6,7,6,8,6,6,4,2,8,259,19,7,52,2406,2,1,2,236,137,1,347,10,4,2,9,8,5,6,4,3,2,8,5,5,7,6,8,4,2,5,-1,10,20,20,15,20,15,25,15,15,20,10,15,45,5,15,15,10,10,7,9,7,8,8,7,9,8,7,7,2,3,4,2,-1,3,2,3,0,0,7,7,8,8,9,9,7,7,7,7,8,2,1,2,40,5,5,5,5,40,25,15,15,15,10,30,20,15,15,15,10,25,30,10,10,15,10,25,7,7,7,7,7,7,6,6,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,0,1,21,22,8,8,20,0.36,1,24,2,20,15,20,20,15,10,0,6,5,7,7,6,5,6,4,2,10,239,12,111,54,25380,2,3,2,202,122,1,126,9,7,7,8,8,8,8,10,7,5,8,6,7,8,8,8,6,6,6,-1,10,30,20,15,15,10,20,10,20,20,20,10,20,15,20,20,15,10,7,9,9,8,8,7,9,9,9,9,7,7,7,7,7,7,7,6,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,1,2,10,20,5,40,5,20,10,20,20,20,15,15,20,20,10,20,10,20,25,10,15,20,10,20,7,10,8,9,8,7,10,8,9,8,0,2,1,1,-1,15,20,15,20,15,15,15,20,10,25,10,20,20,15,15,20,20,10,25,15,15,20,10,15,7,9,8,9,8,7,9,8,8,7
0,0,1,1,2,19,1,-1,4,-1,0,26,2,-1,-1,-1,-1,-1,-1,0,3,6,6,6,5,2,2,4,2,9,209,1,1,1,0,4,9,7,213,130,7,335,-1,4,9,3,7,7,8,5,7,9,7,5,5,8,8,10,4,2,3,2,25,20,25,20,10,0,-1,-1,-1,-1,-1,-1,40,0,30,20,10,0,3,10,8,9,5,-1,-1,-1,-1,-1,8,8,7,8,7,3,6,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,-1,-1,-1,-1,-1,-1,20,30,30,20,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,10,8,7,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,0,1,9,20,14,14,9,-0.43,0,28,2,21.43,16.67,21.43,16.67,11.9,11.9,0,3,4,5,2,2,2,3,4,2,7,131,14,1,1,0,4,8,6,59,1,3,171,7,6,8,6,9,8,8,9,5,7,4,9,9,9,9,9,10,4,6,-1,153.8,192.3,173.1,192.3,96.2,192.3,90,90,90,90,90,90,256.4,179.5,128.2,153.8,153.8,128.2,70,90,70,90,70,-10,-10,-10,-10,-10,6,6,8,6,6,5,6,4,2,0,166.7,187.5,166.7,166.7,145.8,166.7,60,70,70,60,70,-1,-1,-1,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,0,0,0,0,-1,150,150,200,200,150,150,-10,-10,-10,-10,-10,-10,70,60,70,60,60,60,90,90,80,70,70,-10,120,90,90,90,80,-10,-10,-10,-10,-10
1,1,1,1,7,16,12,9,4,0.51,0,27,4,14,20,20,14,18,14,0,6,7,7,6,8,6,6,6,2,7,218,11,1,1,0,2,3,5,170,100,2,241,2,2,4,4,6,7,4,7,7,6,8,6,5,8,4,9,5,1,7,-1,190.5,190.5,190.5,190.5,95.2,142.9,90,70,60,70,40,80,152.2,195.7,195.7,195.7,87,173.9,70,90,70,90,60,-10,-10,-10,-10,-10,9,9,8,7,7,6,8,4,0,4,209.3,162.8,186,186,116.3,139.5,60,80,90,70,60,8,1,2,-10,-10,-10,-10,-10,-10,177.8,200,200,177.8,111.1,133.3,90,80,60,70,50,70,152.2,195.7,195.7,173.9,108.7,173.9,60,90,90,70,60,-10,-10,-10,-10,-10,0,0,0,-1,-1,162.8,186,186,162.8,116.3,186,-10,-10,-10,-10,-10,-10,90,70,70,90,70,70,80,80,80,90,70,-10,70,80,90,80,70,-10,-10,-10,-10,-10
1,0,0,1,11,21,15,15,10,0.73,1,25,2,27,15,28,10,10,10,1,7,7,9,7,6,6,6,5,2,10,96,7,38,63,26908,2,1,4,260,66,2,66,2,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,3,-1,15,15,25,20,5,20,30,10,10,20,15,15,30,10,10,20,10,20,8,7,8,9,5,8,7,9,8,6,7,8,8,8,7,5,7,6,0,2,20,15,25,20,10,15,8,8,9,8,6,5,3,3,-1,-1,-1,-1,-1,-1,15,20,25,20,10,25,25,20,15,20,20,20,21.74,13.04,17.39,17.39,13.04,17.39,7,8,8,9,7,7,8,7,9,6,0,4,1,3,1,15,20,25,20,10,10,25,15,25,20,10,15,25,20,20,20,15,20,25,15,20,25,15,20,8,7,9,8,7,8,8,8,8,6
0,0,1,1,12,14,12,12,1,0.53,1,28,2,15,20,35,15,5,10,0,7,8,9,3,5,5,6,1,2,16,78,10,146,27,9620,2,5,10,169,59,2,83,2,6,4,4,9,8,10,8,5,7,9,6,8,9,8,10,4,4,7,-1,20,20,20,20,10,10,30,10,15,25,10,10,30,10,15,25,10,10,7,8,9,9,7,7,8,9,9,9,8,10,10,8,10,4,5,8,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,1,3,-1,-1,-1,-1,-1,-1,30,10,20,20,5,15,30,10,10,20,20,10,30,10,10,20,20,10,6,10,10,7,6,6,10,10,7,6,0,0,0,-1,-1,20,10,30,20,10,10,30,20,10,10,15,15,20,10,15,15,30,10,20,10,10,20,20,20,7,7,9,9,7,7,7,10,10,7
0,0,0,1,14,18,10,10,12,-1,0,25,2,17,18,28,27,5,5,1,10,8,10,9,10,7,8,4,2,1,1,1,1,1,0,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,9,9,10,10,6,8,5,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,3,2,-1,-1,-1,-1,-1,-1,35,15,15,10,10,15,50,10,5,20,5,10,50,10,5,20,5,10,6,6,6,6,7,5,5,5,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,1,1,4,18,16,-1,4,-0.16,0,23,3,10,25,20,10,20,15,0,2,4,9,4,9,6,5,1,2,10,35,9,1,1,0,2,7,6,122,246,2,46,7,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,6,6,18,18,18,19,13,14,-1,-1,-1,-1,-1,-1,16,15,19,23,14,13,7,9,8,10,7,-1,-1,-1,-1,-1,5,6,7,4,4,6,4,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,2,-1,-1,-1,-1,-1,-1,18,15,18,20,12,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,9,10,8,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,0,1,7,16,2,2,7,0.8,0,30,2,16.67,12.5,20.83,18.75,12.5,18.75,1,8,8,9,6,9,5,8,4,2,11,35,9,1,1,0,4,7,5,55,1,1,45,7,7,4,6,9,9,9,5,2,1,10,10,9,9,5,7,9,7,5,-1,150.9,169.8,169.8,188.7,188.7,132.1,90,90,90,90,90,90,238.1,166.7,142.9,238.1,95.2,119,80,90,90,90,80,-10,-10,-10,-10,-10,6,7,6,1,5,2,1,1,0,-1,153.8,173.1,192.3,192.3,192.3,96.2,80,80,90,70,90,-1,-1,-1,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-1,-1,-1,-1,-1,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,1,1,1,9,20,4,14,11,-0.26,0,23,2,17.31,13.46,17.31,19.23,19.23,13.46,0,7,9,10,10,9,7,7,9,2,9,132,14,1,1,0,6,1,2,72,1,2,244,6,9,9,5,10,9,10,10,6,8,10,2,5,5,5,9,5,5,10,-1,166.7,166.7,166.7,166.7,148.1,185.2,90,80,80,90,90,100,153.8,153.8,153.8,173.1,173.1,192.3,100,100,100,100,100,-10,-10,-10,-10,-10,10,9,10,10,9,9,9,9,2,18,153.8,153.8,173.1,192.3,153.8,173.1,100,100,100,100,80,10,1,1,-10,-10,-10,-10,-10,-10,178.6,178.6,178.6,178.6,142.9,142.9,100,80,80,90,90,100,169.5,169.5,169.5,169.5,169.5,152.5,100,100,100,100,100,-10,-10,-10,-10,-10,2,1,0,0,1,166.7,166.7,166.7,166.7,166.7,166.7,-10,-10,-10,-10,-10,-10,100,100,100,100,100,100,100,90,90,100,90,-10,120,120,120,120,90,-10,-10,-10,-10,-10
0,0,0,1,4,18,1,-1,9,-0.02,0,25,1,30,15,20,20,0,5,1,8,7,9,8,10,5,7,1,2,12,150,7,1,1,0,2,6,10,234,44,2,178,6,6,2,7,9,9,7,7,1,7,7,7,9,9,7,7,7,4,5,6,10,10,20,20,20,20,-1,-1,-1,-1,-1,-1,40,5,15,20,10,10,8,7,8,7,7,-1,-1,-1,-1,-1,9,9,9,8,2,7,7,7,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,1,3,-1,-1,-1,-1,-1,-1,30,20,15,15,10,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,8,7,9,7,-1,-1,-1,-1,-1,0,2,1,-1,-1,15,15,15,20,20,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,7,7,8,6,-1,-1,-1,-1,-1
0,1,1,1,19,15,5,14,8,0.31,1,25,4,20,10,20,20,10,20,1,4,7,6,6,5,7,7,7,2,13,35,9,48,1,0,4,1,2,100,1,3,197,7,3,3,3,9,5,1,1,1,8,8,8,8,8,8,8,8,3,5,-1,15,20,20,20,5,20,20,20,20,20,10,10,20,20,20,20,10,10,5,10,7,10,8,5,10,10,7,8,5,5,8,5,5,5,5,5,0,4,8,10,8,8,7,5,5,10,10,10,10,7,3,3,10,20,20,20,20,10,10,20,20,20,20,10,30,5,10,10,10,35,20,20,20,20,10,10,6,8,8,8,8,7,8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,0,1,7,16,13,13,11,0.64,0,29,1,16,18,18,18,14,16,0,6,8,9,9,9,7,7,6,2,7,207,11,1,1,0,2,5,3,178,52,2,281,2,10,7,9,6,6,6,4,3,7,7,5,4,7,9,8,7,4,5,-1,160,160,160,180,180,160,80,70,70,70,60,70,200,155.6,155.6,177.8,155.6,155.6,70,80,80,90,90,-10,-10,-10,-10,-10,7,8,8,8,8,7,7,7,0,-1,163.3,163.3,163.3,183.7,163.3,163.3,80,90,90,90,90,5,3,3,-10,-10,-10,-10,-10,-10,166.7,166.7,166.7,187.5,166.7,145.8,80,70,70,80,60,70,209.3,162.8,162.8,186,139.5,139.5,80,90,90,90,90,-10,-10,-10,-10,-10,0,0,0,-1,-1,177.8,155.6,177.8,177.8,155.6,155.6,-10,-10,-10,-10,-10,-10,80,60,70,80,70,70,90,70,80,80,70,-10,80,80,90,90,90,-10,-10,-10,-10,-10
0,1,1,0,8,10,1,6,6,0.21,0,29,4,9.52,23.81,16.67,16.67,16.67,16.67,1,5,5,6,6,6,6,6,8,2,9,140,14,1,1,0,2,1,2,17,1,3,85,9,7,7,8,3,2,2,6,5,9,8,2,4,7,9,10,3,1,8,-1,155.6,200,200,200,133.3,111.1,90,70,80,90,80,70,127.7,191.5,191.5,191.5,148.9,148.9,70,70,70,70,70,-10,-10,-10,-10,-10,5,8,8,8,4,-1,4,6,2,5,195.7,195.7,173.9,217.4,108.7,108.7,50,80,50,90,40,6,3,3,-10,-10,-10,-10,-10,-10,186,162.8,139.5,232.6,139.5,139.5,90,80,50,70,40,70,148.9,191.5,191.5,170.2,191.5,106.4,60,70,80,90,60,-10,-10,-10,-10,-10,-1,-1,-1,-1,-1,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,0,0,1,9,20,6,6,4,0.41,0,26,4,14.89,19.15,21.28,19.15,14.89,10.64,1,5,9,8,9,7,9,8,8,2,11,191,11,1,1,0,2,3,10,198,175,1,257,2,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,8,-1,153.8,192.3,192.3,192.3,134.6,134.6,70,90,70,90,100,80,227.3,159.1,181.8,181.8,113.6,136.4,90,80,100,100,80,-10,-10,-10,-10,-10,7,8,9,9,8,9,10,8,2,6,166.7,125,208.3,208.3,125,166.7,90,70,100,90,60,8,3,3,-10,-10,-10,-10,-10,-10,160,120,200,180,160,180,90,100,70,80,60,90,208.3,125,187.5,187.5,125,166.7,90,70,90,80,70,-10,-10,-10,-10,-10,0,4,1,1,-1,156.9,156.9,196.1,176.5,156.9,156.9,-10,-10,-10,-10,-10,-10,80,80,70,80,90,80,90,80,70,80,60,-10,80,80,90,90,80,-10,-10,-10,-10,-10
0,0,1,1,21,22,14,1,14,-0.39,0,26,3,10,10,30,20,10,15,0,4,7,7,5,7,5,7,2,2,7,127,6,222,1,0,4,2,3,105,1,3,122,7,10,10,7,8,3,5,4,3,8,3,10,5,10,10,9,9,3,7,-1,40,30,0,20,0,10,30,20,0,30,0,20,10,25,25,20,10,10,8,9,9,9,8,9,10,10,10,8,-1,7,8,5,6,6,5,6,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,3,50,10,0,30,0,10,50,20,0,15,0,15,20,20,20,20,20,20,60,0,10,20,0,10,5,8,10,10,8,5,8,10,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
